,id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,image_url,state,lat,long,posting_date
230945,7305541413,asheville,15995,2007.0,gmc,yukon slt2 4wd v8,excellent,8 cylinders,gas,149171.0,clean,automatic,4wd,full-size,SUV,blue,https://images.craigslist.org/00a0a_8wFO04j9qi7z_0gw0co_600x450.jpg,nc,35.190556,-83.368454,2021-04-12T08:18:34-0400
119979,7309637866,treasure coast,13500,2004.0,ford,f250 super duty,good,8 cylinders,diesel,221000.0,clean,automatic,4wd,full-size,pickup,white,https://images.craigslist.org/01717_8NmNB0UhYcdz_0cU09G_600x450.jpg,fl,27.7643,-80.6019,2021-04-19T22:56:55-0400
279571,7307253678,rochester,34000,2017.0,bmw,x5 m sport,excellent,6 cylinders,gas,67000.0,clean,automatic,rwd,mid-size,SUV,silver,https://images.craigslist.org/00g0g_7vxebdOiiKhz_0CI0pO_600x450.jpg,ny,43.0892,-77.436,2021-04-15T12:52:37-0400
326212,7313078412,salem,10500,2008.0,ford,e250 econoline,excellent,8 cylinders,gas,173528.0,clean,automatic,rwd,full-size,van,white,https://images.craigslist.org/01616_kyxGPbaRBDrz_0hq0d4_600x450.jpg,or,44.8476,-122.9501,2021-04-26T15:35:07-0700
59107,7311618567,santa barbara,12500,2011.0,bmw,x5 35d,good,6 cylinders,diesel,132000.0,clean,automatic,4wd,full-size,SUV,grey,https://images.craigslist.org/00909_fp09zeqNSdJz_0t20CI_600x450.jpg,ca,34.4386,-119.8418,2021-04-23T15:32:12-0700
420367,7313692389,madison,16850,2017.0,gmc,acadia,excellent,4 cylinders,gas,93500.0,clean,automatic,4wd,mid-size,SUV,black,https://images.craigslist.org/00I0I_1etFChQUpZz_0CI0lM_600x450.jpg,wi,43.327,-89.5554,2021-04-27T22:49:17-0500
156056,7310909769,cedar rapids,4999,2010.0,toyota,corolla le,excellent,4 cylinders,gas,176276.0,clean,automatic,fwd,mid-size,sedan,black,https://images.craigslist.org/00000_hCDL7kHk2Dgz_0t20t2_600x450.jpg,ia,41.9521,-91.6853,2021-04-22T11:58:18-0500
80793,7315494666,high rockies,3800,2008.0,bmw,x5,fair,6 cylinders,gas,160000.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00n0n_8OvMfiIGJkhz_0co0gw_600x450.jpg,co,39.6382,-106.6206,2021-05-01T14:42:43-0600
74122,7310473823,colorado springs,10495,2014.0,honda,civic,like new,4 cylinders,gas,60000.0,clean,automatic,fwd,mid-size,sedan,white,https://images.craigslist.org/00707_ap3k3rJEy9Bz_07K05O_600x450.jpg,co,38.838608,-104.760015,2021-04-21T12:52:51-0600
106095,7313749322,orlando,4995,2008.0,jeep,liberty limited,excellent,6 cylinders,gas,154274.0,clean,automatic,rwd,mid-size,SUV,white,https://images.craigslist.org/00s0s_e2Pnij0wmPJz_0ak07K_600x450.jpg,fl,28.7644,-81.282,2021-04-28T08:12:49-0400
307809,7317005319,tulsa,14900,2008.0,jeep,wrangler x,like new,6 cylinders,gas,107000.0,clean,automatic,4wd,full-size,SUV,black,https://images.craigslist.org/01313_fx2S5KKvsOXz_09G07g_600x450.jpg,ok,34.1566,-97.1792,2021-05-04T18:11:46-0500
397195,7307241228,richmond,22000,2018.0,toyota,sienna xle,like new,6 cylinders,gas,14000.0,rebuilt,automatic,fwd,mid-size,mini-van,white,https://images.craigslist.org/00w0w_fo8H5vq8AeSz_0lB0av_600x450.jpg,va,40.7843,-72.8921,2021-04-15T12:33:44-0400
262907,7313617569,santa fe / taos,15900,2016.0,mazda,cx5 grand touring,like new,4 cylinders,gas,86100.0,lien,automatic,fwd,mid-size,SUV,custom,https://images.craigslist.org/00L0L_hXxTufDUflNz_0hC0ei_600x450.jpg,nm,35.1683,-106.3238,2021-04-27T17:50:01-0600
170304,7302242008,wichita,0,2016.0,jeep,grand cherokee,excellent,6 cylinders,gas,106299.0,clean,automatic,4wd,mid-size,SUV,black,https://images.craigslist.org/00101_abrftfJV2Mfz_0ak07K_600x450.jpg,ks,36.74504,-95.93251,2021-04-05T14:39:25-0500
275750,7316170826,new york city,50000,2015.0,cadillac,escalade,good,12 cylinders,gas,40000.0,clean,automatic,fwd,full-size,SUV,black,https://images.craigslist.org/00m0m_7aGre3Zsv9Rz_0CI0t2_600x450.jpg,ny,40.5839,-73.9536,2021-05-03T10:10:58-0400
389102,7302564347,vermont,20498,2018.0,volkswagen,tiguan se,good,4 cylinders,gas,50465.0,clean,automatic,4wd,full-size,SUV,grey,https://images.craigslist.org/00202_cWjOQRvApAWz_0CI0t2_600x450.jpg,vt,44.439495,-73.210154,2021-04-06T10:15:51-0400
324109,7316329861,portland,0,2013.0,lincoln,mkz sedan 4d,excellent,4 cylinders,gas,134383.0,clean,automatic,fwd,full-size,sedan,silver,https://images.craigslist.org/00g0g_k6Iy0XaiZGqz_0ak07K_600x450.jpg,or,45.690085,-122.658952,2021-05-03T11:20:24-0700
294990,7302022108,cleveland,2000,2008.0,chevrolet,cobalt,good,4 cylinders,gas,109000.0,clean,automatic,fwd,compact,coupe,red,https://images.craigslist.org/00I0I_lbbogNculUVz_0lM0t2_600x450.jpg,oh,41.414555,-81.786067,2021-04-05T10:03:59-0400
104988,7315274205,orlando,5800,2006.0,toyota,corolla matrix,like new,4 cylinders,gas,143468.0,clean,manual,fwd,full-size,hatchback,blue,https://images.craigslist.org/00k0k_8qGqpVTlFzUz_0CI0hr_600x450.jpg,fl,28.304817,-81.403593,2021-05-01T10:18:11-0400
224029,7311525309,billings,12995,2016.0,chevrolet,cruze lt,like new,4 cylinders,gas,61127.0,clean,automatic,fwd,compact,sedan,silver,https://images.craigslist.org/00T0T_kYXRjGRlmxpz_0kE0fu_600x450.jpg,mt,45.777152,-108.553946,2021-04-23T13:41:48-0600
341277,7309301008,york,16995,2006.0,gmc,sierra 1500,excellent,8 cylinders,gas,83000.0,clean,automatic,4wd,full-size,pickup,green,https://images.craigslist.org/00V0V_fz1crSfI8dbz_0cU09G_600x450.jpg,pa,39.814484,-76.992882,2021-04-19T12:31:33-0400
53053,7315965045,sacramento,16000,1967.0,chevrolet,c10,fair,8 cylinders,gas,1000.0,clean,manual,rwd,full-size,pickup,custom,https://images.craigslist.org/00X0X_2gbPy40cPtlz_0bC0kE_600x450.jpg,ca,38.3324,-120.9418,2021-05-02T15:26:55-0700
200498,7315296449,grand rapids,6000,2011.0,toyota,camry le,good,4 cylinders,gas,156000.0,clean,automatic,fwd,compact,sedan,black,https://images.craigslist.org/00x0x_9plxx0U4Jtz_0t20CI_600x450.jpg,mi,42.2809,-85.6863,2021-05-01T11:01:31-0400
185588,7316825815,boston,5000,2007.0,toyota,corolla le,excellent,4 cylinders,gas,91500.0,clean,automatic,fwd,sub-compact,sedan,grey,https://images.craigslist.org/00q0q_65mNfnqh0mjz_0CI0t2_600x450.jpg,ma,42.3492,-71.2267,2021-05-04T13:48:18-0400
26471,7314106192,fresno / madera,8499,2006.0,toyota,camry solara,like new,4 cylinders,gas,78425.0,clean,automatic,fwd,mid-size,coupe,blue,https://images.craigslist.org/00000_2cku4wKrsCez_0CI0t2_600x450.jpg,ca,36.816193,-119.695174,2021-04-28T16:25:12-0700
314688,7305988734,corvallis/albany,11000,1954.0,dodge,m-37,excellent,8 cylinders,gas,42000.0,clean,manual,4wd,full-size,pickup,green,https://images.craigslist.org/00909_j9FfCHlzSbJz_0CI0t2_600x450.jpg,or,44.5904,-123.2722,2021-04-12T19:03:26-0700
151456,7315832699,indianapolis,19500,2016.0,ford,taurus,excellent,6 cylinders,gas,27433.0,clean,automatic,fwd,full-size,sedan,red,https://images.craigslist.org/00F0F_lEEVMrFuFnrz_0CI0t2_600x450.jpg,in,39.8466,-86.3869,2021-05-02T13:53:18-0400
387061,7314660544,vermont,9500,2012.0,gmc,sierra,good,8 cylinders,gas,156000.0,clean,automatic,4wd,full-size,pickup,grey,https://images.craigslist.org/00E0E_iW55MO2HlIPz_0ew0jm_600x450.jpg,vt,44.722504,-73.292177,2021-04-29T22:54:49-0400
124383,7310764319,augusta,0,2007.0,mercedes-benz,clk350 cabriolet,like new,6 cylinders,gas,91564.0,clean,automatic,rwd,mid-size,convertible,white,https://images.craigslist.org/00e0e_2bkd59WCIcS_0kC092_600x450.jpg,ga,33.514249,-82.082575,2021-04-22T08:21:41-0400
64505,7314182414,stockton,19000,2014.0,chevrolet,camaro,excellent,6 cylinders,gas,38000.0,clean,manual,rwd,full-size,coupe,blue,https://images.craigslist.org/01111_6pwBJQ0368tz_0t20CI_600x450.jpg,ca,37.6802,-121.4608,2021-04-28T20:24:06-0700
274043,7311118776,long island,21500,2016.0,jeep,wrangler,fair,6 cylinders,gas,87000.0,lien,manual,4wd,full-size,SUV,white,https://images.craigslist.org/00909_k6ZttfjHyHHz_0CI0t2_600x450.jpg,ny,40.6884,-73.3745,2021-04-22T19:13:29-0400
396467,7312599074,richmond,7500,2014.0,mazda,5 sport,excellent,4 cylinders,gas,98700.0,clean,automatic,fwd,mid-size,mini-van,white,https://images.craigslist.org/00J0J_8WhImKntv6Vz_0x20oM_600x450.jpg,va,37.5109,-77.6429,2021-04-25T20:04:26-0400
363674,7316723549,austin,26995,2018.0,ford,edge,like new,4 cylinders,gas,32432.0,clean,automatic,fwd,full-size,SUV,blue,https://images.craigslist.org/00c0c_e5V3oDXDAz2z_0kE0fu_600x450.jpg,tx,29.517711,-98.396752,2021-05-04T10:07:55-0500
205497,7315839655,lansing,25500,2012.0,ford,f350 super duty xlt,excellent,8 cylinders,gas,117000.0,lien,automatic,4wd,full-size,truck,silver,https://images.craigslist.org/00g0g_1qg1xy1i9Exz_0ww0oo_600x450.jpg,mi,42.4567,-83.659,2021-05-02T14:06:17-0400
162519,7310409033,omaha / council bluffs,8999,2014.0,dodge,grand caravan sxt,like new,6 cylinders,gas,73341.0,clean,automatic,fwd,full-size,SUV,black,https://images.craigslist.org/00D0D_kAQj3hppawqz_0CI0t2_600x450.jpg,ia,41.1497,-95.9099,2021-04-21T12:09:59-0500
282487,7316413599,watertown,7995,2009.0,hyundai,genesis,like new,8 cylinders,gas,124914.0,clean,automatic,rwd,full-size,sedan,black,https://images.craigslist.org/00Y0Y_8uUMjRppZcb_0CI0i5_600x450.jpg,ny,43.9743,-75.9122,2021-05-03T16:36:24-0400
206722,7316727167,monroe,14495,2011.0,dodge,durango,good,6 cylinders,gas,95394.0,clean,automatic,4wd,full-size,SUV,black,https://images.craigslist.org/00M0M_5HbtjJxydLPz_0cU09G_600x450.jpg,mi,42.477134,-82.949564,2021-05-04T11:14:01-0400
69435,7312611327,visalia-tulare,8000,2003.0,gmc,yukon slt 4x4,excellent,8 cylinders,gas,227000.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00808_38viSXgTi5bz_0CI0t2_600x450.jpg,ca,36.384126,-119.109306,2021-04-25T17:37:39-0700
16288,7311708177,tucson,9999,2008.0,toyota,4runner,good,6 cylinders,gas,213479.0,clean,other,rwd,full-size,SUV,grey,https://images.craigslist.org/00707_2qmWEqHkFSIz_0kE0fu_600x450.jpg,az,32.20706,-110.8372,2021-04-23T19:35:02-0700
257608,7310875094,south jersey,4900,2012.0,nissan,altima,fair,4 cylinders,gas,122000.0,clean,automatic,rwd,mid-size,sedan,black,https://images.craigslist.org/00r0r_iOBngBScEUOz_0CI0t2_600x450.jpg,nj,39.8845,-74.9067,2021-04-22T12:05:37-0400
116766,7316401351,tampa bay area,5495,2008.0,toyota,camry,excellent,4 cylinders,gas,156201.0,clean,automatic,fwd,mid-size,sedan,custom,https://images.craigslist.org/01212_fQan0irH9qMz_0ak07K_600x450.jpg,fl,27.965972,-82.385063,2021-05-03T16:15:31-0400
333239,7314708129,philadelphia,25900,2019.0,gmc,savana g2500 6.0l,like new,8 cylinders,gas,21300.0,clean,automatic,rwd,full-size,van,white,https://images.craigslist.org/00j0j_a5rpFn0o9ng_0CI0t2_600x450.jpg,pa,40.152432,-75.00189,2021-04-30T05:31:11-0400
128688,7315524662,hawaii,32995,2018.0,audi,q5 premium quattro,excellent,4 cylinders,gas,31288.0,clean,automatic,4wd,compact,SUV,white,https://images.craigslist.org/00i0i_2VGl7xxqsF4z_0jm0ew_600x450.jpg,hi,21.403933,-157.980453,2021-05-01T11:45:18-1000
418563,7313520949,kenosha-racine,3495,1986.0,ford,f-150,good,8 cylinders,gas,74975.0,clean,automatic,rwd,full-size,pickup,red,https://images.craigslist.org/00L0L_hmh6Oj7n8eOz_0CI0lL_600x450.jpg,wi,42.3542,-87.8651,2021-04-27T15:28:18-0500
413608,7304014520,yakima,5000,1983.0,mercedes-benz,benz 240d,excellent,6 cylinders,diesel,184000.0,clean,manual,rwd,mid-size,coupe,white,https://images.craigslist.org/00v0v_ijdaEuuGzaDz_0t20CI_600x450.jpg,wa,46.5889,-120.5349,2021-04-08T20:47:39-0700
350396,7314755943,rapid city / west SD,5700,2009.0,toyota,camry,good,4 cylinders,gas,153171.0,salvage,automatic,fwd,mid-size,sedan,white,https://images.craigslist.org/00C0C_6SGUrYgJItoz_0CI0CI_600x450.jpg,sd,44.0941,-103.0936,2021-04-30T07:23:30-0600
337809,7307636765,pittsburgh,7400,2007.0,chrysler,aspen,excellent,8 cylinders,gas,144500.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00I0I_2XhSSwNoR0Tz_0CI0t2_600x450.jpg,pa,40.443768,-80.065977,2021-04-16T08:53:56-0400
28790,7306037057,gold country,9000,2010.0,ford,expedition,excellent,8 cylinders,gas,178000.0,clean,automatic,rwd,full-size,SUV,white,https://images.craigslist.org/00000_kWBjeaEtM30z_0CI0lM_600x450.jpg,ca,39.069579,-121.276703,2021-04-12T23:24:08-0700
98507,7314901296,jacksonville,0,2014.0,ram,1500 4x4 hemi,like new,8 cylinders,gas,115000.0,clean,automatic,rwd,full-size,truck,black,https://images.craigslist.org/00T0T_9KLh2bTGP0az_0cU09G_600x450.jpg,fl,30.305005,-81.73057,2021-04-30T13:37:05-0400
205268,7302275969,kalamazoo,16495,2016.0,ford,flex,good,6 cylinders,gas,77656.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00e0e_hFfwBqG8wC9z_0cU09G_600x450.jpg,mi,42.477134,-82.949564,2021-04-05T16:35:08-0400
264758,7309235358,albany,6450,2008.0,honda,civic,excellent,4 cylinders,gas,99210.0,clean,automatic,fwd,compact,sedan,silver,https://images.craigslist.org/01212_ldus9ywMgoqz_0x20oM_600x450.jpg,ny,42.5951,-73.6826,2021-04-19T11:00:03-0400
133841,7311558472,east idaho,8500,2009.0,honda,cr-v ex,excellent,4 cylinders,gas,160420.0,clean,automatic,4wd,compact,SUV,white,https://images.craigslist.org/00202_7eB3G7knn2Oz_0CI0t2_600x450.jpg,id,43.443236,-112.076215,2021-04-23T14:38:11-0600
26119,7314914482,fresno / madera,14700,2014.0,chevrolet,impala lt,excellent,6 cylinders,gas,132627.0,clean,automatic,fwd,full-size,sedan,red,https://images.craigslist.org/00Z0Z_lctiVwwjRCEz_0eI0b0_600x450.jpg,ca,36.770397,-119.700015,2021-04-30T10:58:54-0700
338218,7306061015,pittsburgh,14900,2003.0,jeep,wrangler,excellent,6 cylinders,gas,84000.0,clean,manual,4wd,mid-size,SUV,blue,https://images.craigslist.org/00R0R_l1KWsa5QOK0z_0CI0t2_600x450.jpg,pa,41.1607,-80.0841,2021-04-13T07:15:56-0400
62154,7316446771,SF bay area,79991,2018.0,porsche,panamera,excellent,6 cylinders,gas,8914.0,clean,automatic,rwd,mid-size,sedan,grey,https://images.craigslist.org/00N0N_bqxFt6Ke70Cz_0ak07K_600x450.jpg,ca,37.41082,-122.12386,2021-05-03T14:35:19-0700
347142,7314758435,greenville / upstate,29900,2014.0,ford,f-150,excellent,8 cylinders,gas,114000.0,clean,automatic,4wd,full-size,truck,white,https://images.craigslist.org/00N0N_2qwvHJGS49Pz_0kE0fu_600x450.jpg,sc,36.277274,-80.339826,2021-04-30T09:29:27-0400
128937,7315187687,hawaii,6000,1996.0,ford,explorer limited,excellent,8 cylinders,gas,102000.0,clean,automatic,4wd,mid-size,SUV,black,https://images.craigslist.org/00U0U_7cXudRHEHZoz_0CI0t2_600x450.jpg,hi,20.7441,-156.4475,2021-04-30T19:38:01-1000
213436,7306802282,mankato,7270,2007.0,ford,expedition,excellent,8 cylinders,gas,167847.0,clean,automatic,4wd,full-size,SUV,red,https://images.craigslist.org/01212_2tNBy3rgomEz_0ak07K_600x450.jpg,mn,44.77274,-93.50024,2021-04-14T13:33:41-0500
348342,7307155319,greenville / upstate,21500,2008.0,jeep,wrangler,good,6 cylinders,gas,96273.0,clean,automatic,4wd,full-size,SUV,green,https://images.craigslist.org/00j0j_byVAnamfeOoz_0cU09G_600x450.jpg,sc,34.586557,-83.761243,2021-04-15T10:14:31-0400
230584,7309969141,asheville,8450,2015.0,kia,soul,like new,4 cylinders,gas,129701.0,clean,automatic,fwd,compact,SUV,grey,https://images.craigslist.org/00J0J_9TkGiyyOjfrz_0kE0fu_600x450.jpg,nc,34.874706,-82.395415,2021-04-20T15:09:46-0400
289998,7313459730,cincinnati,29990,2015.0,ram,2500 tradesman turbodiesel,good,8 cylinders,diesel,197851.0,clean,automatic,4wd,full-size,pickup,black,https://images.craigslist.org/00o0o_eEGVg5YuuJRz_0CI0t2_600x450.jpg,oh,40.484491,-83.922565,2021-04-27T14:44:38-0400
4174,7308127273,mobile,3000,1998.0,ford,mustang,good,8 cylinders,gas,119000.0,clean,automatic,rwd,compact,convertible,green,https://images.craigslist.org/00w0w_hzyjabsCH6Hz_0t20CI_600x450.jpg,al,30.652683,-87.911825,2021-04-17T02:41:09-0500
113364,7314800648,south florida,2495,2015.0,ford,taurus limited,like new,6 cylinders,gas,33433.0,rebuilt,automatic,fwd,full-size,sedan,red,https://images.craigslist.org/00R0R_1z1SMVO79TNz_0gw0co_600x450.jpg,fl,25.9894,-80.2153,2021-04-30T10:51:42-0400
105940,7313913226,orlando,1,2015.0,lexus,rc 350,excellent,6 cylinders,gas,41987.0,clean,other,4wd,mid-size,coupe,black,https://images.craigslist.org/00O0O_5qdAhjFfkXpz_0kE0fu_600x450.jpg,fl,28.466088,-81.396429,2021-04-28T13:26:46-0400
307729,7304785782,texoma,25900,2019.0,nissan,frontier sv crew cab,like new,6 cylinders,gas,8400.0,clean,automatic,rwd,mid-size,truck,grey,https://images.craigslist.org/00C0C_H6n04Gjrrez_0ak07K_600x450.jpg,ok,34.1566,-97.1792,2021-04-10T13:04:56-0500
396491,7312345285,richmond,9000,1990.0,chrysler,tc by maserati,excellent,6 cylinders,gas,111010.0,clean,automatic,fwd,compact,convertible,red,https://images.craigslist.org/00q0q_6FPHj1NPNC5z_0CI0t2_600x450.jpg,va,37.914731,-78.170471,2021-04-25T11:46:23-0400
5420,7315073313,anchorage / mat-su,23999,2017.0,nissan,rogue sv,like new,4 cylinders,gas,42056.0,clean,automatic,4wd,mid-size,SUV,silver,https://images.craigslist.org/00o0o_hPBNa9cR5QTz_0CI0t2_600x450.jpg,ak,61.166353,-149.847206,2021-04-30T14:44:54-0800
251872,7306894173,central NJ,26990,2016.0,ford,econoline commercial cutaway,good,10 cylinders,gas,105070.0,clean,automatic,rwd,full-size,truck,white,https://images.craigslist.org/00e0e_14rzcosGDsWz_0kE0fu_600x450.jpg,nj,40.468785,-74.281707,2021-04-14T17:07:28-0400
119506,7314970893,treasure coast,22500,2015.0,dodge,durango limited,excellent,6 cylinders,gas,89068.0,clean,automatic,4wd,full-size,SUV,silver,https://images.craigslist.org/00202_2CIPcA7KMUJz_0gw0co_600x450.jpg,fl,27.234099,-80.829894,2021-04-30T15:31:17-0400
387274,7313516656,vermont,28400,2015.0,toyota,tacoma,excellent,6 cylinders,gas,76603.0,clean,automatic,4wd,mid-size,pickup,grey,https://images.craigslist.org/01212_iHC2JhrTtY6z_0CI0t2_600x450.jpg,vt,42.8874,-71.302,2021-04-27T16:20:26-0400
147233,7315923385,"st louis, MO",3000,2001.0,chevrolet,s10 blazer,good,6 cylinders,gas,213000.0,clean,automatic,4wd,mid-size,SUV,red,https://images.craigslist.org/00202_euHrDNf9z9qz_0CI0t2_600x450.jpg,il,38.1204,-90.5546,2021-05-02T15:50:37-0500
172384,7315583604,louisville,14700,2012.0,toyota,highlander limited,excellent,6 cylinders,gas,155000.0,clean,automatic,fwd,full-size,SUV,white,https://images.craigslist.org/00303_IgB8IFBJWPz_0CI0t2_600x450.jpg,ky,38.1768,-85.5218,2021-05-01T20:13:22-0400
43286,7314048477,orange county,15500,2013.0,toyota,tundra sr5 d/door,excellent,8 cylinders,gas,186021.0,clean,automatic,rwd,mid-size,truck,white,https://images.craigslist.org/00303_lR7TFU8oKyiz_0CI0t2_600x450.jpg,ca,33.806416,-117.863946,2021-04-28T14:19:56-0700
332470,7316961680,philadelphia,2000,2002.0,dodge,durango 4x4,fair,8 cylinders,gas,149171.0,clean,automatic,4wd,full-size,SUV,grey,https://images.craigslist.org/00A0A_eSzH0x2mMwyz_0t20CI_600x450.jpg,pa,40.326,-75.1895,2021-05-04T17:39:27-0400
313195,7308855923,bend,22900,2008.0,gmc,sierra denali awd 1500,excellent,8 cylinders,gas,83884.0,clean,automatic,4wd,full-size,pickup,white,https://images.craigslist.org/00x0x_9JhDKFWoAwbz_0CI0t2_600x450.jpg,or,44.297869,-121.551232,2021-04-18T11:33:53-0700
347877,7310384097,greenville / upstate,25149,2016.0,jeep,wrangler,good,6 cylinders,gas,88201.0,clean,automatic,4wd,full-size,SUV,red,https://images.craigslist.org/00505_2tgO0ftsKyYz_0cU09G_600x450.jpg,sc,34.82378,-82.344151,2021-04-21T12:31:44-0400
291681,7306387821,cincinnati,3500,2007.0,pontiac,g6,good,6 cylinders,gas,178500.0,clean,automatic,fwd,mid-size,convertible,silver,https://images.craigslist.org/00W0W_1675ahy0xYvz_0kE0fu_600x450.jpg,oh,39.435294,-83.82955,2021-04-13T17:26:20-0400
398025,7316227384,roanoke,4490,2006.0,volvo,s80,excellent,5 cylinders,gas,105427.0,clean,automatic,fwd,compact,sedan,black,https://images.craigslist.org/00f0f_3Tk6w596gmVz_0CI0t2_600x450.jpg,va,37.272429,-79.949997,2021-05-03T11:45:29-0400
99954,7309482749,jacksonville,11900,2012.0,volkswagen,tiguan,excellent,4 cylinders,gas,69292.0,clean,automatic,fwd,full-size,SUV,silver,https://images.craigslist.org/00m0m_bUNwr1ZrW8Qz_0ww0oo_600x450.jpg,fl,30.286672,-81.546379,2021-04-19T16:56:16-0400
268461,7316620183,chautauqua,7000,2008.0,dodge,grand caravan sxt,excellent,6 cylinders,gas,75979.0,clean,automatic,fwd,mid-size,mini-van,red,https://images.craigslist.org/00p0p_kpbNgY49C0nz_0CI0t1_600x450.jpg,ny,42.0928,-79.244,2021-05-04T05:17:51-0400
315355,7308045211,east oregon,5995,2009.0,pontiac,vibe,excellent,4 cylinders,gas,168670.0,clean,automatic,fwd,compact,sedan,white,https://images.craigslist.org/00I0I_8oyy5huXVo6z_0cT08T_600x450.jpg,or,45.48814,-122.579537,2021-04-16T17:45:39-0700
211524,7315924121,duluth / superior,2800,1993.0,chevrolet,silverado,excellent,8 cylinders,gas,179289.0,clean,automatic,4wd,full-size,SUV,red,https://images.craigslist.org/00t0t_67UiABiGJ2Vz_0t20CI_600x450.jpg,mn,46.733861,-92.262669,2021-05-02T15:52:03-0500
384454,7313941732,waco,4500,1998.0,chevrolet,silverado 1500,good,6 cylinders,gas,150.0,clean,manual,rwd,full-size,truck,blue,https://images.craigslist.org/00u0u_319RC6dg5Cgz_0CI0t2_600x450.jpg,tx,32.3038,-95.1927,2021-04-28T13:12:34-0500
183973,7313857277,cumberland valley,29500,2019.0,honda,odyssey touring elite,excellent,6 cylinders,gas,23359.0,rebuilt,automatic,fwd,mid-size,mini-van,white,https://images.craigslist.org/00Y0Y_gZzLQMFmdTFz_0ak07K_600x450.jpg,md,40.131971,-77.490384,2021-04-28T12:00:29-0400
